slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
blockeden-mainnet-pro-recent-state,Blockeden,!offer:blockeden-pro-recent-state,"[""[Buy](https://blockeden.xyz/pricing)"",""[Filecoin RPC](https://blockeden.xyz/api-marketplace/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://blockeden.mainnet.pro.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-calibnet-free,Chain,!offer:chain-love-free,"[""[Send requests](https://calibration.filecoin.chain.love/rpc/v0)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,Free,Free,FALSE,Yes,"[""All read methods + MPoolPush""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.calibnet.free.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-calibnet-pay-as-you-go,Chain,!offer:chain-love-pay-as-you-go,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,$0,$0.5/1M CUs,FALSE,Yes,"[""All read methods + MPoolPush""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.calibnet.pay.as.you.go.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-dedicated-fevm-archive-mainnet,Chain,!offer:chain-love-dedicated,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,$800,Free,FALSE,Yes,"[""All methods""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.dedicated.fevm.archive.mainnet.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-dedicated-full-archive-calibnet,Chain,!offer:chain-love-dedicated,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Dedicated,Archive,RPC,EVM JSON-RPC,calibnet,$300,Free,FALSE,Yes,"[""All methods""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.dedicated.full.archive.calibnet.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-dedicated-full-archive-mainnet,Chain,!offer:chain-love-dedicated,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,$1.2K,Free,FALSE,Yes,"[""All methods""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.dedicated.full.archive.mainnet.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-dedicated-recent-state-calibnet,Chain,!offer:chain-love-dedicated,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,$150,Free,FALSE,Yes,"[""All methods""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.dedicated.recent.state.calibnet.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-dedicated-recent-state-mainnet,Chain,!offer:chain-love-dedicated,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,$300,Free,FALSE,Yes,"[""All methods""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.dedicated.recent.state.mainnet.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-fevm-archive-mainnet-pay-as-you-go,Chain,!offer:chain-love-pay-as-you-go,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,$29,$15/1M CUs,FALSE,Yes,"[""All read methods + MPoolPush""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.fevm.archive.mainnet.pay.as.you.go.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-full-archive-calibnet-pay-as-you-go,Chain,!offer:chain-love-pay-as-you-go,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,$19,$1.5/1M CUs,FALSE,Yes,"[""All read methods + MPoolPush""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.full.archive.calibnet.pay.as.you.go.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-full-archive-mainnet-pay-as-you-go,Chain,!offer:chain-love-pay-as-you-go,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,$39,$25/1M CUs,FALSE,Yes,"[""All read methods + MPoolPush""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.full.archive.mainnet.pay.as.you.go.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-mainnet-free,Chain,!offer:chain-love-free,"[""[Send requests](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.mainnet.free.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-mainnet-free-indexer,Chain,!offer:chain-love-free-indexer,"[""[Buy](/graph)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.mainnet.free.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-mainnet-pay-as-you-go,Chain,!offer:chain-love-pay-as-you-go,"[""[Buy](/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,$0,$1/1M CUs,FALSE,Yes,"[""All read methods + MPoolPush""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.mainnet.pay.as.you.go.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chainup-cloud-calibnet-free,Chainup,!offer:chainup-cloud-free,View,,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chainup.cloud.calibnet.free.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chainup-cloud-mainnet-free,Chainup,!offer:chainup-cloud-free,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chainup.cloud.mainnet.free.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
crypto-apis-mainnet-free-full-archive,Crypto,!offer:crypto-apis-free-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://crypto.apis.mainnet.free.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
crypto-apis-mainnet-free-recent-state,Crypto,!offer:crypto-apis-free-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://crypto.apis.mainnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
crypto-apis-mainnet-pro-full-archive,Crypto,!offer:crypto-apis-pro-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://crypto.apis.mainnet.pro.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
crypto-apis-mainnet-pro-recent-state,Crypto,!offer:crypto-apis-pro-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://crypto.apis.mainnet.pro.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
crypto-apis-mainnet-scale-full-archive,Crypto,!offer:crypto-apis-scale-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://crypto.apis.mainnet.scale.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
crypto-apis-mainnet-scale-recent-state,Crypto,!offer:crypto-apis-scale-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://crypto.apis.mainnet.scale.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
crypto-apis-mainnet-starter-full-archive,Crypto,!offer:crypto-apis-starter-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://crypto.apis.mainnet.starter.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
crypto-apis-mainnet-starter-recent-state,Crypto,!offer:crypto-apis-starter-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://crypto.apis.mainnet.starter.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
drpc-calibnet-free-full-archive,Drpc,!offer:drpc-free-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://drpc.calibnet.free.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
drpc-calibnet-pay-as-you-go-full-archive,Drpc,!offer:drpc-pay-as-you-go-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,Free,Free,FALSE,Yes,"[""All read methods + MPoolPush""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://drpc.calibnet.pay.as.you.go.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
drpc-mainnet-free-full-archive,Drpc,!offer:drpc-free-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://drpc.mainnet.free.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
drpc-mainnet-pay-as-you-go-recent-state,Drpc,!offer:drpc-pay-as-you-go-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"[""All read methods + MPoolPush""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://drpc.mainnet.pay.as.you.go.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
drpc-mainnet-public-full-archive,Drpc,!offer:drpc-public-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://drpc.mainnet.public.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
dwellir-mainnet-dedicated-full-archive,Dwellir,!offer:dwellir-dedicated-full-archive,"[""[Website](https://www.dwellir.com/networks/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,$1710/mo,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://dwellir.mainnet.dedicated.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
dwellir-mainnet-dedicated-recent-state,Dwellir,!offer:dwellir-dedicated-recent-state,"[""[Website](https://www.dwellir.com/networks/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,$1710/mo,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://dwellir.mainnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-advanced-recent-state,Getblock,!offer:getblock-advanced-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.advanced.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-dedicated-recent-state,Getblock,!offer:getblock-dedicated-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-free-recent-state,Getblock,!offer:getblock-free-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-pro-recent-state,Getblock,!offer:getblock-pro-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.pro.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-starter-recent-state,Getblock,!offer:getblock-starter-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.starter.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
goldsky-calibnet-free-indexer,Goldsky,!offer:goldsky-free-indexer,"[""[Website](https://goldsky.com/chains/filecoin)"",""[Docs](https://docs.goldsky.com/chains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://goldsky.calibnet.free.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
goldsky-calibnet-pay-as-you-go-indexer,Goldsky,!offer:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/chains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,calibnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://goldsky.calibnet.pay.as.you.go.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
goldsky-mainnet-free-indexer,Goldsky,!offer:goldsky-free-indexer,"[""[Website](https://goldsky.com/chains/filecoin)"",""[Docs](https://docs.goldsky.com/chains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://goldsky.mainnet.free.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
goldsky-mainnet-pay-as-you-go-indexer,Goldsky,!offer:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/chains/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://goldsky.mainnet.pay.as.you.go.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
indexing-co-mainnet-free-indexer,Indexing,!offer:indexing-co-free-indexer,"[""[Docs](https://docs.indexing.co/networks/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://indexing.co.mainnet.free.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
indexing-co-mainnet-pay-as-you-go-indexer,Indexing,!offer:indexing-co-pay-as-you-go-indexer,"[""[Docs](https://docs.indexing.co/networks/filecoin)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://indexing.co.mainnet.pay.as.you.go.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
nodit-mainnet-dedicated-full-archive,Nodit,!offer:nodit-dedicated-full-archive,"[""[Docs](https://developer.nodit.io/en/guides/dedicated-node/)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://nodit.mainnet.dedicated.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
nodit-mainnet-dedicated-recent-state,Nodit,!offer:nodit-dedicated-recent-state,"[""[Docs](https://developer.nodit.io/en/guides/dedicated-node/)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://nodit.mainnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
nownodes-mainnet-business-recent-state,Nownodes,!offer:nownodes-business-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/fil-filecoin/)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://nownodes.mainnet.business.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
nownodes-mainnet-custom-recent-state,Nownodes,!offer:nownodes-custom-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/fil-filecoin/)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://nownodes.mainnet.custom.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
nownodes-mainnet-dedicated-recent-state,Nownodes,!offer:nownodes-dedicated-recent-state,"[""[Website](https://nownodes.io/dedicated-nodes)"",""[Docs](https://docs.nownodes.io/fil/)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://nownodes.mainnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
nownodes-mainnet-enterprise-recent-state,Nownodes,!offer:nownodes-enterprise-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/fil-filecoin/)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://nownodes.mainnet.enterprise.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
nownodes-mainnet-free-recent-state,Nownodes,!offer:nownodes-free-recent-state,"[""[Website](https://nownodes.io/nodes/filecoin-fil)"",""[Docs](https://nownodes.gitbook.io/fil-filecoin/)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://nownodes.mainnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
nownodes-mainnet-pro-recent-state,Nownodes,!offer:nownodes-pro-recent-state,"[""[Buy](https://nownodes.io/pricing)"",""[Docs](https://nownodes.gitbook.io/fil-filecoin/)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://nownodes.mainnet.pro.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
