slug,provider,offer,actionButtons,planName,planType,historicalData,apiType,technology,chain,accessPrice,queryPrice,starred,trial,availableApis,limitations,securityImprovements,monitoringAndAnalytics,regions,additionalFeatures,address,tag,uptimeSla,verifiedUptime,blocksBehindSla,verifiedBlocksBehindAvg,bandwidthSla,verifiedLatency,supportSla
blockeden-mainnet-basic-recent-state,Blockeden,!offer:blockeden-basic-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://blockeden.mainnet.basic.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
blockeden-mainnet-enterprise-50-recent-state,Blockeden,!offer:blockeden-enterprise-50-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://blockeden.mainnet.enterprise.50.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
blockeden-mainnet-enterprise-500-recent-state,Blockeden,!offer:blockeden-enterprise-500-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://blockeden.mainnet.enterprise.500.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
blockeden-mainnet-free-recent-state,Blockeden,!offer:blockeden-free-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://blockeden.mainnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
blockeden-mainnet-pro-recent-state,Blockeden,!offer:blockeden-pro-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://blockeden.mainnet.pro.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-mainnet-indexer,Chain,!offer:chain-love-free-indexer,"[""[Deploy](https://somnia.chain.love/graph)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/somnia)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.mainnet.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-testnet-free,Chain,!offer:chain-love-free,"[""[Website](https://somnia.chain.love/rpc)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/somnia)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.testnet.free.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
chain-love-testnet-indexer,Chain,!offer:chain-love-free-indexer,"[""[Deploy](https://somnia.chain.love/graph)"",""[Docs](https://chain-love.gitbook.io/chain-love-docs/blockchains/somnia)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://chain.love.testnet.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
dipdup-mainnet-free-indexer,Dipdup,!offer:dipdup-free-indexer,"[""[Website](https://dipdup.io/)"",""[Docs](https://dipdup.io/docs/supported-networks/somnia)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://dipdup.mainnet.free.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
dipdup-testnet-free-indexer,Dipdup,!offer:dipdup-free-indexer,"[""[Website](https://dipdup.io/)"",""[Docs](https://dipdup.io/docs/supported-networks/somnia)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://dipdup.testnet.free.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-advanced-full-archive,Getblock,!offer:getblock-advanced-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"[""eth"",""net"",""web3"",""WebSockets""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.advanced.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-advanced-recent-state,Getblock,!offer:getblock-advanced-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"[""eth"",""net"",""web3"",""WebSockets""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.advanced.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-dedicated-recent-state,Getblock,!offer:getblock-dedicated-recent-state,"[""[Contact](https://account.getblock.io/sign-up?ref=YzczMmRjMTEtMGIyOC01YmZiLTlmNjAtZmRlM2VkODAyYjNk)"",""[Docs](https://docs.getblock.io/api-reference/somnia)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"[""eth"",""net"",""web3"",""WebSockets""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-pro-full-archive,Getblock,!offer:getblock-pro-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"[""eth"",""net"",""web3"",""WebSockets""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.pro.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-pro-recent-state,Getblock,!offer:getblock-pro-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"[""eth"",""net"",""web3"",""WebSockets""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.pro.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-starter-full-archive,Getblock,!offer:getblock-starter-full-archive,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"[""eth"",""net"",""web3"",""WebSockets""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.starter.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
getblock-mainnet-starter-recent-state,Getblock,!offer:getblock-starter-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"[""eth"",""net"",""web3"",""WebSockets""]",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://getblock.mainnet.starter.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
goldsky-testnet-free-indexer,Goldsky,!offer:goldsky-free-indexer,"[""[Website](https://goldsky.com/chains/somnia)"",""[Docs](https://docs.goldsky.com/subgraphs/introduction)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://goldsky.testnet.free.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
goldsky-testnet-pay-as-you-go-indexer,Goldsky,!offer:goldsky-pay-as-you-go-indexer,"[""[Buy](https://goldsky.com/pricing)"",""[Docs](https://docs.goldsky.com/subgraphs/introduction)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://goldsky.testnet.pay.as.you.go.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
ormi-mainnet-enterprise-indexer,Ormi,!offer:ormi-enterprise-indexer,"[""[Contact](https://calendly.com/ormilabs)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://ormi.mainnet.enterprise.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
ormi-mainnet-free-indexer,Ormi,!offer:ormi-free-indexer,"[""[Website](https://ormilabs.com/chain-list/somnia/)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://ormi.mainnet.free.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
ormi-mainnet-pay-as-you-go-indexer,Ormi,!offer:ormi-pay-as-you-go-indexer,"[""[Buy](https://ormilabs.com/pricing)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://ormi.mainnet.pay.as.you.go.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
ormi-testnet-enterprise-indexer,Ormi,!offer:ormi-enterprise-indexer,"[""[Contact](https://calendly.com/ormilabs)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://ormi.testnet.enterprise.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
ormi-testnet-free-indexer,Ormi,!offer:ormi-free-indexer,"[""[Website](https://ormilabs.com/chain-list/somnia/)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://ormi.testnet.free.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
ormi-testnet-pay-as-you-go-indexer,Ormi,!offer:ormi-pay-as-you-go-indexer,"[""[Buy](https://ormilabs.com/pricing)"",""[Docs](https://docs.ormilabs.com/dedicated-env/somnia/subgraphs/overview#supported-networks)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://ormi.testnet.pay.as.you.go.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
publicnode-mainnet-public-recent-state,Publicnode,!offer:publicnode-public-recent-state,"[""[Website](https://somnia.publicnode.com/)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://publicnode.mainnet.public.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
somnia-mainnet-free-recent-state,Somnia,!offer:somnia-free-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,TRUE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://somnia.mainnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
somnia-testnet-free-recent-state,Somnia,!offer:somnia-free-recent-state,"[""[Website](https://testnet.somnia.network/)"",""[Docs](https://docs.somnia.network/developer/json-rpc-api)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://somnia.testnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
stakely-mainnet-dedicated-full-archive,Stakely,!offer:stakely-dedicated-full-archive,"[""[Buy](https://app.stakely.io/naas)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,Node RPC,Yes,JSON-RPC,EVM JSON-RPC,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://stakely.mainnet.dedicated.full.archive.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
stakely-mainnet-dedicated-recent-state,Stakely,!offer:stakely-dedicated-recent-state,"[""[Buy](https://app.stakely.io/naas)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,Node RPC,Yes,JSON-RPC,EVM JSON-RPC,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://stakely.mainnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-dedicated-recent-state,Thirdweb,!offer:thirdweb-dedicated-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-growth-indexer,Thirdweb,!offer:thirdweb-growth-indexer,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.growth.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-growth-recent-state,Thirdweb,!offer:thirdweb-growth-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.growth.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-scale-indexer,Thirdweb,!offer:thirdweb-scale-indexer,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.scale.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-scale-recent-state,Thirdweb,!offer:thirdweb-scale-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.scale.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-starter-indexer,Thirdweb,!offer:thirdweb-starter-indexer,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.starter.indexer.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-mainnet-starter-recent-state,Thirdweb,!offer:thirdweb-starter-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.mainnet.starter.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-testnet-dedicated-recent-state,Thirdweb,!offer:thirdweb-dedicated-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.testnet.dedicated.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-testnet-growth-recent-state,Thirdweb,!offer:thirdweb-growth-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.testnet.growth.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-testnet-scale-recent-state,Thirdweb,!offer:thirdweb-scale-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.testnet.scale.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
thirdweb-testnet-starter-recent-state,Thirdweb,!offer:thirdweb-starter-recent-state,View,,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://thirdweb.testnet.starter.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
validation-cloud-mainnet-free-recent-state,Validation,!offer:validation-cloud-free-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://validation.cloud.mainnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
validation-cloud-mainnet-private-recent-state,Validation,!offer:validation-cloud-private-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://validation.cloud.mainnet.private.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
validation-cloud-mainnet-scale-recent-state,Validation,!offer:validation-cloud-scale-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,Node RPC,Yes,JSON-RPC,TypeScript,mainnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://validation.cloud.mainnet.scale.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
validation-cloud-testnet-free-recent-state,Validation,!offer:validation-cloud-free-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://validation.cloud.testnet.free.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
validation-cloud-testnet-private-recent-state,Validation,!offer:validation-cloud-private-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://validation.cloud.testnet.private.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
validation-cloud-testnet-scale-recent-state,Validation,!offer:validation-cloud-scale-recent-state,"[""[Website](https://www.validationcloud.io/somnia)"",""[Docs](https://docs.somnia.network/developer/deployment-and-production/ecosystem/ecosystem-tools/rpc)""]",,Node RPC,Yes,JSON-RPC,TypeScript,testnet,Free,Free,FALSE,Yes,"Chain data, Block info, Transaction status",Rate limits apply,Standard,Basic,Global,Blockchain infrastructure,https://validation.cloud.testnet.scale.recent.state.com,apis,99.9%,99.9%,0,0,100 Mbps,50ms,Discord
